"Object";"Program";"Line";"Status";"RPO"
"STRUCTCUSTOMERPRESALES";"INTEGRATION_PROTHEUS_SIAC.PRW";"0";"Prod";"Default"
"STRUCTCUSTOMMETRICS";"STRUCTCUSTOMMETRICS.TLPP";"11";"Prod";"Default"
"STRUCUSTOM";"WSFLUIGJURIDICO.PRW";"0";"Prod";"Default"
"STWCUSTOMERSELECTION";"STWCUSTOMERSELECTION.PRW";"17";"Prod";"Default"
"TECUSTOMCOL";"AVGERAL.PRW";"16674";"Prod";"Default"
"TECUSTOMCPO";"AVGERAL.PRW";"16575";"Prod";"Default"
"TECUSTOMFLD";"AVGERAL.PRW";"16655";"Prod";"Default"
"TECUSTOMSQL";"AVGERAL.PRW";"16637";"Prod";"Default"
"TGV.CUSTOMER.ADDMAPFIELDSSA1";"TGV.CUSTOMER.DATA.PROTHEUS.TLPP";"261";"Prod";"Default"
"TGV.CUSTOMER.CUSTOMERDATAFACTORY";"TGV.CUSTOMER.DATA.FACTORY.TLPP";"0";"Prod";"Default"
"TGV.CUSTOMER.CUSTOMERPROTHEUSDATA";"TGV.CUSTOMER.DATA.PROTHEUS.TLPP";"0";"Prod";"Default"
"TGV.CUSTOMER.CUSTOMERPROTHEUSDATASYNC";"TGV.CUSTOMER.DATA.PROTHEUS.SYNC.TLPP";"0";"Prod";"Default"
"TGV.CUSTOMER.CUSTOMERSERVICE";"TGV.CUSTOMER.SERVICE.TLPP";"0";"Prod";"Default"
"TGV.CUSTOMER.PGVCUSTOMERSBASE";"PGV.CUSTOMERS.BASE.TLPP";"0";"Prod";"Default"
"TGV.CUSTOMER.TGVCUSTOMER";"TGV.CUSTOMER.CONTROLLER.TLPP";"0";"Prod";"Default"
"TGV.UTIL.ADDMAPCUSTOMFIELDS";"TGV.CUSTOMFIELDS.TLPP";"83";"Prod";"Default"
"TGV.UTIL.LOADCUSTOMFIELDSBYSCHEMA";"TGV.CUSTOMFIELDS.TLPP";"29";"Prod";"Default"
"TIERRO";"TIDEV.PRW";"0";"NoAuth";"Custom"
"TIERRODB";"TIDEV.PRW";"0";"NoAuth";"Custom"
"TIERROVAR";"TIDEV.PRW";"0";"NoAuth";"Custom"
"TIFILEREADER";"TIDEV.PRW";"0";"NoAuth";"Custom"
"TILSTERRO";"TIDEV.PRW";"0";"NoAuth";"Custom"
"TKPISTRCUSTOM";"KPISTRCUSTOM.PRW";"0";"Prod";"Default"
"TLPP.PROBAT.GETCUSTOMPARAMETER";"PROBAT_SQL.TLPP";"3987";"Dev";"Tlpp"
"TOTVS.BACKOFFICE.FIN.PC.CUSTOM.PCCUSTOMCONFIG";"BACKOFFICE.FIN.PC.CUSTOM.SERVICE.TLPP";"0";"Prod";"Default"
"TOTVS.FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.BUSINESSOBJECTCUSTOM";"FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.BUSINESSOBJECTCUSTOMSERVICE.TLPP";"27";"Prod";"Default"
"TOTVS.FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.CHECKSVCUSTOMTABLE";"FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.CUSTOMFIELDS.TLPP";"14";"Prod";"Default"
"TOTVS.FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.FWOPENSVCUSTOMTABLE";"FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.CUSTOMFIELDS.TLPP";"34";"Prod";"Default"
"TOTVS.FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.FWSVCUSTOMTABLESTRUCT";"FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.CUSTOMFIELDS.TLPP";"74";"Prod";"Default"
"TOTVS.FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.GETPARAMCUSTOMURL";"TOTVS.FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.GETPARAMOPTIONSLOOKUPURLSERVICE.TLPP";"86";"Prod";"Default"
"TOTVS.FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.SVCUSTOMSERVICE";"FRAMEWORK.TREPORTS.INTEGRATEDPROVIDER.CUSTOMFIELDSADAPTER.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.CREDITCUSTOMER";"BACKOFFICE.ACF.CUSTOMER.SERVICE.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.CREDITCUSTOMERBYID";"BACKOFFICE.ACF.CUSTOMER.CONTROLLER.TLPP";"27";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.CUSTOMERBILLS";"BACKOFFICE.ACF.CUSTOMER.FUNCTIONS.TLPP";"29";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.CUSTOMERLIMITCREDIT";"BACKOFFICE.ACF.CUSTOMER.FUNCTIONS.TLPP";"199";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.GETANALYSISVADU";"BACKOFFICE.ACF.CUSTOMER.CONTROLLER.TLPP";"117";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.GETCUSTOMERATTACHMENTS";"BACKOFFICE.ACF.CUSTOMER.CONTROLLER.TLPP";"302";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.GETVERSION";"BACKOFFICE.ACF.CUSTOMER.CONTROLLER.TLPP";"16";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.POSTANALYSISVADU";"BACKOFFICE.ACF.CUSTOMER.CONTROLLER.TLPP";"72";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.POSTHISTORYLIMIT";"BACKOFFICE.ACF.CUSTOMER.CONTROLLER.TLPP";"163";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.PUTBLOQCUSTOMER";"BACKOFFICE.ACF.CUSTOMER.CONTROLLER.TLPP";"202";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.ACF.CUSTOMER.PUTCREDITCUSTOMER";"BACKOFFICE.ACF.CUSTOMER.CONTROLLER.TLPP";"251";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.COM.SMARTVIEW.INTEGRATEDPROVIDER.CUSTOMERREGISTRATIONFORMSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.COM.CUSTOMERREGISTRATIONFORM.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.CONTROLCHECKLIST.CUSTOMCHECKLIST.CUSTOMCHECKLIST";"BACKOFFICE.CONTROLCHECKLIST.CUSTOMCHECKLIST.CONTROLLER.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.CONTROLCHECKLIST.CUSTOMCHECKLIST.CUSTOMCHECKLISTPROTHEUSDATA";"BACKOFFICE.CONTROLCHECKLIST.CUSTOMCHECKLIST.DATA.PROTHEUS.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.CONTROLCHECKLIST.CUSTOMCHECKLIST.CUSTOMCHECKLISTSERVICE";"BACKOFFICE.CONTROLCHECKLIST.CUSTOMCHECKLIST.SERVICE.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.FIN.SMARTVIEW.INTEGRATEDPROVIDER.CUSTOMERHISTORYSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.FIN.CUSTOMERHISTORY.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.FIN.SMARTVIEW.INTEGRATEDPROVIDER.CUSTOMERMOVEMENTSBYMONTHSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.FIN.CUSTOMERMOVEMENTSBYMONTH.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.FIN.SMARTVIEW.INTEGRATEDPROVIDER.CUSTOMERSAGINGSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.FIN.CUSTOMERSAGING.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.FIN.SMARTVIEW.INTEGRATEDPROVIDER.CUSTOMERSITUATIONSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.FIN.CUSTOMERSITUATION.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.FIN.TABLEDATA.APITABLEDATACUSTOM";"BACKOFFICE.FIN.TABLEDATA.CONTROLLER.TLPP";"69";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.FIN.TABLEDATA.GETQUERYCV8INCONS";"BACKOFFICE.FIN.TABLEDATA.CUSTOM.DATA.TLPP";"148";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.FIN.TABLEDATA.RESPONSECV8CT2INCONS";"BACKOFFICE.FIN.TABLEDATA.CUSTOM.DATA.TLPP";"108";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.FIN.TABLEDATA.RESPONSESA1FIN";"BACKOFFICE.FIN.TABLEDATA.CUSTOM.DATA.TLPP";"18";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.FIN.TABLEDATA.RESPONSESE1LEG";"BACKOFFICE.FIN.TABLEDATA.CUSTOM.DATA.TLPP";"78";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.PGVCUSTOMFIELDS.PGVCUSTOMFIELDS";"PGV.CUSTOMFIELDS.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.PGVPDFCUSTOMBASE.PDFCUSTOM";"PGV.PDFCUSTOM.CONTROLLER.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.PGVPDFCUSTOMBASE.PDFCUSTOMSERVICE";"PGV.PDFCUSTOM.SERVICE.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.PGVPDFCUSTOMBASE.PGVPDFCUSTOMBASE";"PGV.PDFCUSTOM.BASE.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.PGVPDFCUSTOMBASE.PGVPDFCUSTOMPROTHEUSDATA";"PGV.PDFCUSTOM.DATA.PROTHEUS.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.CRM.CUSTOMEROPPORTUNITIES.TREPORTSINTEGRATEDPROVIDER.CUSTOMEROPPORTUNITIESSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.CRM.CUSTOMEROPPORTUNITIES.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.CRM.CUSTOMEROPPORTUNITIES.TREPORTSINTEGRATEDPROVIDER.SVCRM001";"BACKOFFICE.SV.CRM.CUSTOMEROPPORTUNITIES.TLPP";"455";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.BILLINGBYCUSTOMER.TREPORTSINTEGRATEDPROVIDER.BILLINGBYCUSTOMERSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.FAT.BILLINGBYCUSTOMER.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.BILLINGBYCUSTOMER.TREPORTSINTEGRATEDPROVIDER.BILLINGBYCUSTOMERSMARTVIEWBUSINESSOBJECTBRA";"BACKOFFICE.SV.FAT.BILLINGBYCUSTOMER.BRA.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.BILLINGBYCUSTOMER.TREPORTSINTEGRATEDPROVIDER.SVCBFATSV015";"BACKOFFICE.SV.FAT.BILLINGBYCUSTOMER.TLPP";"638";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.CUSTOMERLIST.TREPORTSINTEGRATEDPROVIDER.CUSTOMERLISTSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.FAT.CUSTOMERLIST.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.PRICELISTBYCUSTOMER.TREPORTSINTEGRATEDPROVIDER.PRICELISTBYCUSTOMERSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.FAT.PRICELISTBYCUSTOMER.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.PRODUCTSVSCUSTOMERS.TREPORTSINTEGRATEDPROVIDER.PRODUCTSVSCUSTOMERSSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.FAT.PRODUCTSVSCUSTOMERS.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.PRODUCTSVSCUSTOMERS.TREPORTSINTEGRATEDPROVIDER.PRODUCTSVSCUSTOMERSSMARTVIEWBUSINESSOBJECTBRA";"BACKOFFICE.SV.FAT.PRODUCTSVSCUSTOMERS.BRA.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.PRODUCTSVSCUSTOMERS.TREPORTSINTEGRATEDPROVIDER.SVFTCLIPRDPAR";"BACKOFFICE.SV.FAT.PRODUCTSVSCUSTOMERS.TLPP";"212";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.SALESORDERVSCUSTOMER.TREPORTSINTEGRATEDPROVIDER.SALESORDERVSCUSTOMERSMARTVIEWBUSINESSOBJECT";"BACKOFFICE.SV.FAT.SALESORDERVSCUSTOMER.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.SALESORDERVSCUSTOMER.TREPORTSINTEGRATEDPROVIDER.SALESORDERVSCUSTOMERSMARTVIEWBUSINESSOBJECTBRA";"BACKOFFICE.SV.FAT.SALESORDERVSCUSTOMER.BRA.TLPP";"0";"Prod";"Default"
"TOTVS.PROTHEUS.BACKOFFICE.SV.FAT.SALESORDERVSCUSTOMER.TREPORTSINTEGRATEDPROVIDER.SVPEDCLI";"BACKOFFICE.SV.FAT.SALESORDERVSCUSTOMER.TLPP";"236";"Prod";"Default"
"U_2CR01HIS";"COR01HIS2.PRW";"3";"NoAuth";"Custom"
"U_A103CND2";"A103CND2.PRW";"11";"NoAuth";"Custom"
"U_A103CUST";"A103CUST.PRW";"28";"NoAuth";"Custom"
"U_AATF001";"AATF001.PRW";"26";"NoAuth";"Custom"
"U_ACOMP003";"ACOMP003.PRW";"29";"NoAuth";"Custom"
"U_AESS016";"AESS016.PRW";"18";"NoAuth";"Custom"
"U_AESS018";"AESS018.PRW";"20";"NoAuth";"Custom"
"U_AF110_LEG";"AATF001.PRW";"1286";"NoAuth";"Custom"
"U_AF171FILTR";"PEAF171FILTR.PRW";"14";"NoAuth";"Custom"
"U_AFA110_APT";"AATF001.PRW";"131";"NoAuth";"Custom"
"U_AFA110_HIST";"AATF001.PRW";"1253";"NoAuth";"Custom"
"U_AFTERLOGIN";"AFTERLOGIN.PRW";"11";"NoAuth";"Custom"
"U_ALLMARK";"AATF001.PRW";"2478";"NoAuth";"Custom"
"U_ALTINF";"ESTC001.PRW";"641";"NoAuth";"Custom"
"U_ALTMATA150";"OZACOTCACA.PRW";"133";"NoAuth";"Custom"
"U_ANALISE";"ANALISE.PRW";"20";"NoAuth";"Custom"
"U_ANEWATSC8";"NEWMAPCOT.PRW";"1618";"NoAuth";"Custom"
"U_ANEWCNTR";"NEWMAPCOT.PRW";"1367";"NoAuth";"Custom"
"U_ANEWCOTVEN";"NEWMAPCOT.PRW";"1734";"NoAuth";"Custom"
"U_ANEWDSCF";"NEWMAPCOT.PRW";"1666";"NoAuth";"Custom"
"U_ANEWDTOI";"NEWMAPCOT.PRW";"2187";"NoAuth";"Custom"
"U_ANEWGERDOC";"NEWMAPCOT.PRW";"807";"NoAuth";"Custom"
"U_ANEWHISFORN";"NEWMAPCOT.PRW";"1059";"NoAuth";"Custom"
"U_ANEWHISPRO";"NEWMAPCOT.PRW";"1085";"NoAuth";"Custom"
"U_ANEWMDLCOT";"NEWMAPCOT.PRW";"1469";"NoAuth";"Custom"
"U_ANEWMDLFOR";"NEWMAPCOT.PRW";"1578";"NoAuth";"Custom"
"U_ANEWMINMAX";"NEWMAPCOT.PRW";"2126";"NoAuth";"Custom"
"U_ANEWMOVPAG";"NEWMAPCOT.PRW";"1271";"NoAuth";"Custom"
"U_ANEWODERNA";"NEWMAPCOT.PRW";"1421";"NoAuth";"Custom"
"U_ANEWONMOVE";"NEWMAPCOT.PRW";"352";"NoAuth";"Custom"
"U_ANEWSEMPAG";"NEWMAPCOT.PRW";"1034";"NoAuth";"Custom"
"U_API97A01";"API97A01.PRW";"25";"NoAuth";"Custom"
"U_API97A02";"API97A02.PRW";"25";"NoAuth";"Custom"
"U_API97A03";"API97A03.PRW";"25";"NoAuth";"Custom"
"U_API97A04";"API97A04.PRW";"25";"NoAuth";"Custom"
"U_API97J01";"API97J01.PRW";"15";"NoAuth";"Custom"
"U_API97J02";"API97J02.PRW";"15";"NoAuth";"Custom"
"U_API97M01";"API97M01.PRW";"15";"NoAuth";"Custom"
"U_API97M02";"API97M02.PRW";"13";"NoAuth";"Custom"
"U_APITESTE";"APITESTE.PRW";"14";"NoAuth";"Custom"
"U_ATFM001";"ATFM001.PRW";"21";"NoAuth";"Custom"
"U_ATFM002";"ATFM002.PRW";"19";"NoAuth";"Custom"
"U_ATFM003";"ATFM003.PRW";"19";"NoAuth";"Custom"
"U_ATFR001";"ATFR001.PRW";"20";"NoAuth";"Custom"
"U_ATFR002";"ATFR002.PRW";"19";"NoAuth";"Custom"
"U_ATUCAMPOS";"ATUCAMPOS.PRW";"8";"NoAuth";"Custom"
"U_ATUCOM";"ATUCOMP.PRW";"67";"NoAuth";"Custom"
"U_ATUCOMP";"ATUCOMP.PRW";"19";"NoAuth";"Custom"
"U_ATUDOLAR";"ATUDOLAR.PRW";"16";"NoAuth";"Custom"
"U_AVALCOT";"AVALCOT.PRW";"27";"NoAuth";"Custom"
"U_AXDELSZ4";"AXSZ4.PRW";"159";"NoAuth";"Custom"
"U_AXDELSZ7";"AXSZ3.PRW";"51";"NoAuth";"Custom"
"U_AXINCSZ3";"AXSZ3.PRW";"39";"NoAuth";"Custom"
"U_AXINCSZ4";"AXSZ4.PRW";"58";"NoAuth";"Custom"
"U_AXSZ3";"AXSZ3.PRW";"19";"NoAuth";"Custom"
"U_AXSZ4";"AXSZ4.PRW";"23";"NoAuth";"Custom"
"U_AXVLDSZ4";"AXSZ4.PRW";"104";"NoAuth";"Custom"
"U_BUSCANFE";"OZ_GRVCHV.PRW";"150";"NoAuth";"Custom"
"U_BUSCA_NFS";"MTUFOPRO_20240209.PRW";"1825";"NoAuth";"Custom"
"U_CALLCHGXNU";"TIDEV.PRW";"48";"NoAuth";"Custom"
"U_CATFAL01";"CATFAL01.PRW";"9";"NoAuth";"Custom"
"U_CATFAL02";"CATFAL02.PRW";"9";"NoAuth";"Custom"
"U_CATFAL03";"CATFAL03.PRW";"9";"NoAuth";"Custom"
"U_CATFAL04";"CATFAL04.PRW";"9";"NoAuth";"Custom"
"U_CATFAL05";"CATFAL05.PRW";"10";"NoAuth";"Custom"
"U_CATFAR01";"CATFAR01.PRW";"12";"NoAuth";"Custom"
"U_CCOPYSERVER";"RCOMSOLPED.PRW";"314";"NoAuth";"Custom"
"U_CESPEC";"UCNTA121.PRW";"385";"NoAuth";"Custom"
"U_CF150R3";"FINR150.PRW";"1711";"NoAuth";"Custom"
"U_CFINR150";"FINR150.PRW";"44";"NoAuth";"Custom"
"U_CHANGEQUERY";"OZGENSQL.PRW";"92";"NoAuth";"Custom"
"U_CHGX5FIL";"CHGX5FIL.PRW";"18";"NoAuth";"Custom"
"U_CLASCC";"LIBCONTABIL.PRW";"3";"NoAuth";"Custom"
"U_CLASSIF1";"CLASSIFNF.PRW";"5";"NoAuth";"Custom"
"U_CLASSIF2";"CLASSIFNF.PRW";"168";"NoAuth";"Custom"
"U_CLASSIF3";"CLASSIFNF.PRW";"327";"NoAuth";"Custom"
"U_CN120ENCMD";"CN120ENCMD.PRW";"22";"NoAuth";"Custom"
"U_CN120ENVL";"CN120ENVL.PRW";"22";"NoAuth";"Custom"
"U_CN120FIL";"CN120FIL.PRW";"8";"NoAuth";"Custom"
"U_CN120IT7";"CN120IT7.PRW";"21";"NoAuth";"Custom"
"U_CN120PDM";"CN120PDM.PRW";"20";"NoAuth";"Custom"
"U_CN120PED";"CN120PED.PRW";"17";"NoAuth";"Custom"
"U_CN120VENC";"CN120VENC.PRW";"14";"NoAuth";"Custom"
"U_CN120VEST";"CN120VEST.PRW";"23";"NoAuth";"Custom"
"U_CN121ENC";"CN121ENC.PRW";"18";"NoAuth";"Custom"
"U_CN121PED";"CN121PED.PRW";"18";"NoAuth";"Custom"
"U_CN300PRO";"CN300PRO.PRW";"3";"NoAuth";"Custom"
"U_CN300TAR";"CN300TAR.PRW";"4";"NoAuth";"Custom"
"U_CNDDOC";"CNDDOC.PRW";"19";"NoAuth";"Custom"
"U_CNT121BT";"CNT121BT.PRW";"20";"NoAuth";"Custom"
"U_CNT121_001";"CNT121_001.PRW";"13";"NoAuth";"Custom"
"U_CNTA080R";"CNTA180_AP.PRW";"1365";"NoAuth";"Custom"
"U_CNTA120OZ";"CNTA120OZ.PRW";"11";"NoAuth";"Custom"
"U_CNTA121";"UCNTA121.PRW";"25";"NoAuth";"Custom"
"U_CNTA180A";"CNTA180_AP.PRW";"7";"NoAuth";"Custom"
"U_CNTA300";"CNTA300_PE.PRW";"11";"NoAuth";"Custom"
"U_COMM001";"COMM001.PRW";"18";"NoAuth";"Custom"
"U_COMM002";"COMM002.PRW";"18";"NoAuth";"Custom"
"U_COMM003";"COMM003.PRW";"18";"NoAuth";"Custom"
"U_COMM004";"COMM004.PRW";"19";"NoAuth";"Custom"
"U_CONSOLE";"RTWFXFUN.PRW";"19";"NoAuth";"Custom"
"U_CONVLD";"CONVLD.PRW";"16";"NoAuth";"Custom"
"U_COR01ALT";"XCOR001.PRW";"261";"NoAuth";"Custom"
"U_COR01EXC";"XCOR001.PRW";"402";"NoAuth";"Custom"
"U_COR01HIS";"XCOR001.PRW";"914";"NoAuth";"Custom"
"U_COR01INC";"XCOR001.PRW";"172";"NoAuth";"Custom"
"U_COR01LINOK";"XCOR001.PRW";"521";"NoAuth";"Custom"
"U_COR01TUDOK";"XCOR001.PRW";"749";"NoAuth";"Custom"
"U_COR01VIS";"XCOR001.PRW";"61";"NoAuth";"Custom"
"U_COR02ALT";"XCOR002.PRW";"254";"NoAuth";"Custom"
"U_COR02EXC";"XCOR002.PRW";"395";"NoAuth";"Custom"
"U_COR02INC";"XCOR002.PRW";"165";"NoAuth";"Custom"
"U_COR02LINOK";"XCOR002.PRW";"514";"NoAuth";"Custom"
"U_COR02TUDOK";"XCOR002.PRW";"710";"NoAuth";"Custom"
"U_COR02VIS";"XCOR002.PRW";"54";"NoAuth";"Custom"
"U_CORCOMP";"XCOR001.PRW";"805";"NoAuth";"Custom"
"U_CRIASB9";"CRIASB9.PRW";"4";"NoAuth";"Custom"
"U_CRM0001";"CRM0001.PRW";"17";"NoAuth";"Custom"
"U_CRM0002";"CRM0002.PRW";"17";"NoAuth";"Custom"
"U_CRM0003";"CRM0003.PRW";"16";"NoAuth";"Custom"
"U_CRM0004";"CRM0004.PRW";"16";"NoAuth";"Custom"
"U_CRM0006";"CRM0006.PRW";"31";"NoAuth";"Custom"
"U_CRM0007";"CRM0007.PRW";"16";"NoAuth";"Custom"
"U_CRM0008";"CRM0008.PRW";"17";"NoAuth";"Custom"
"U_CSUBT150R";"FINR150.PRW";"1512";"NoAuth";"Custom"
"U_CSUBTOT150";"FINR150.PRW";"2804";"NoAuth";"Custom"
"U_CT102BTO";"CT102BT0.PRW";"8";"NoAuth";"Custom"
"U_CTA100MNU";"CTA100MNU.PRW";"17";"NoAuth";"Custom"
"U_CTA120MNU";"CTA120MNU.PRW";"12";"NoAuth";"Custom"
"U_DADOSBANC";"OZ34WS03.PRW";"1192";"NoAuth";"Custom"
"U_DADOSDARF";"FUN_TRIBUT.PRW";"105";"NoAuth";"Custom"
"U_DADOSFGTS";"FUN_TRIBUT.PRW";"222";"NoAuth";"Custom"
"U_DADOSGARE";"FUN_TRIBUT.PRW";"140";"NoAuth";"Custom"
"U_DADOSGPS";"FUN_TRIBUT.PRW";"71";"NoAuth";"Custom"
"U_DADOSIPVA";"FUN_TRIBUT.PRW";"179";"NoAuth";"Custom"
"U_DANFEPROC";"DANFEII.PRW";"188";"NoAuth";"Custom"
"U_DANFE_P1";"DANFEIII.PRW";"54";"NoAuth";"Custom"
"U_DANFE_VI";"DANFEIII.PRW";"4789";"NoAuth";"Custom"
"U_ENVIEMAIL";"ENVIEMAIL.PRW";"21";"NoAuth";"Custom"
"U_ENV_SEFAZ";"RT05A002.PRW";"2129";"NoAuth";"Custom"
"U_ESPECIF_PROD";"ESTC001.PRW";"1138";"NoAuth";"Custom"
"U_ESPNOME";"ESPNOME.PRW";"14";"NoAuth";"Custom"
"U_ESTC001";"ESTC001.PRW";"20";"NoAuth";"Custom"
"U_EXECCRFULL";"RT02JB01.PRW";"474";"NoAuth";"Custom"
"U_F050BUT";"FA050BUT.PRW";"21";"NoAuth";"Custom"
"U_F050MDVC";"F050MDVC.PRW";"13";"NoAuth";"Custom"
"U_F080FILEMI";"F080FILEMI.PRW";"20";"NoAuth";"Custom"
"U_F240IND";"F240IND.PRW";"11";"NoAuth";"Custom"
"U_F240OK2";"F240OK.PRW";"5";"NoAuth";"Custom"
"U_F240TDOK";"F240OK.PRW";"9";"NoAuth";"Custom"
"U_F290BFIL";"F290BFIL.PRW";"3";"NoAuth";"Custom"
"U_F290CHK";"F290CHK.PRW";"7";"NoAuth";"Custom"
"U_F420CRP";"F420CRP.PRW";"11";"NoAuth";"Custom"
"U_F470ALLF";"F470ALLF.PRW";"14";"NoAuth";"Custom"
"U_F50PERGUNT";"PE_F050PERGUNT.PRW";"24";"NoAuth";"Custom"
"U_F565TPLIQ";"F565TPLIQ.PRW";"21";"NoAuth";"Custom"
"U_FA050DEL";"FA050DEL.PRW";"20";"NoAuth";"Custom"
"U_FA050INC";"FA050INC.PRW";"21";"NoAuth";"Custom"
"U_FA080CHK";"FA080CHK.PRW";"15";"NoAuth";"Custom"
"U_FA080PCC";"FA080PCC.PRW";"9";"NoAuth";"Custom"
"U_FA080PE";"FA080PE.PRW";"21";"NoAuth";"Custom"
"U_FA080TIT";"PE_FA080TIT.PRW";"32";"NoAuth";"Custom"
"U_FA420CRI";"FA420CRI.PRW";"18";"NoAuth";"Custom"
"U_FA420NAR";"FA420NAR.PRW";"18";"NoAuth";"Custom"
"U_FA750BRW";"FA750BRW.PRW";"8";"NoAuth";"Custom"
"U_FALTEMPR";"FSMNTC03.PRW";"597";"NoAuth";"Custom"
"U_FATA100C";"OZ_GRVCHV.PRW";"182";"NoAuth";"Custom"
"U_FATUACTE";"MTUFOPRO_20240209.PRW";"1905";"NoAuth";"Custom"
"U_FATUASTAT";"MTUFOPRO_20240209.PRW";"1349";"NoAuth";"Custom"
"U_FDEVOLFER";"FSMNTC03.PRW";"248";"NoAuth";"Custom"
"U_FDTALK";"FDTALK.PRW";"15";"NoAuth";"Custom"
"U_FDTALL";"FDTALL.PRW";"17";"NoAuth";"Custom"
"U_FDTALM";"FDTALM.PRW";"15";"NoAuth";"Custom"
"U_FEXCFER";"FSMNTC01.PRW";"175";"NoAuth";"Custom"
"U_FGETCNTCMP";"FSLIB001.PRW";"25";"NoAuth";"Custom"
